attr	element	anim	link	page	loc	val	lnk	treatValueAs
xml:lang	svg	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	switch	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	symbol	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	text	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	textPath	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	title	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	tref	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	tspan	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	use	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	view	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:lang	vkern	FALSE	struct.html#XMLLangAttribute	struct.html	XMLLangAttribute	languageID	NA	ignore
xml:space	a	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	altGlyph	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	altGlyphDef	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	altGlyphItem	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	animate	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	animateColor	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	animateMotion	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	animateTransform	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	circle	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	clipPath	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	color-profile	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	cursor	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	defs	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	desc	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	ellipse	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feBlend	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feColorMatrix	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feComponentTransfer	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feComposite	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feConvolveMatrix	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feDiffuseLighting	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feDisplacementMap	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feDistantLight	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feFlood	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feFuncA	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feFuncB	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feFuncG	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feFuncR	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feGaussianBlur	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feImage	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feMerge	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feMergeNode	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feMorphology	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feOffset	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	fePointLight	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feSpecularLighting	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feSpotLight	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feTile	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	feTurbulence	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	filter	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	font	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	font-face	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	font-face-format	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	font-face-name	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	font-face-src	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	font-face-uri	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	foreignObject	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	g	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	glyph	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	glyphRef	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	hkern	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	image	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	line	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	linearGradient	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	marker	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	mask	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	metadata	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	missing-glyph	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	mpath	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	path	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	pattern	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	polygon	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	polyline	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	radialGradient	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	rect	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	script	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	set	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	stop	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	style	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	svg	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	switch	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	symbol	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	text	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	textPath	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	title	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	tref	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	tspan	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	use	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	view	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
xml:space	vkern	FALSE	struct.html#XMLSpaceAttribute	struct.html	XMLSpaceAttribute	{default | preserve}	NA	ignore
y	image	TRUE	struct.html#ImageElementYAttribute	struct.html	ImageElementYAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
y	svg	TRUE	struct.html#SVGElementYAttribute	struct.html	SVGElementYAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
y	use	TRUE	struct.html#UseElementYAttribute	struct.html	UseElementYAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
class	a	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	altGlyph	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	circle	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	clipPath	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	defs	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	desc	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	ellipse	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feBlend	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feColorMatrix	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feComponentTransfer	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feComposite	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feConvolveMatrix	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feDiffuseLighting	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feDisplacementMap	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feFlood	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feGaussianBlur	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feImage	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feMerge	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feMorphology	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feOffset	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feSpecularLighting	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feTile	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	feTurbulence	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	filter	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	font	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	foreignObject	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	g	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	glyph	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	glyphRef	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	image	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	line	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	linearGradient	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	marker	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	mask	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	missing-glyph	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	path	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	pattern	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	polygon	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	polyline	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	radialGradient	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	rect	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	stop	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	svg	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	switch	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	symbol	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	text	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	textPath	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	title	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	tref	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	tspan	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
class	use	TRUE	styling.html#ClassAttribute	styling.html	ClassAttribute	6.11 The ‘class’ attribute	NA	wsp-list
contentStyleType	svg	FALSE	styling.html#ContentStyleTypeAttribute	styling.html	ContentStyleTypeAttribute	content-type	NA	ignore
media	style	FALSE	styling.html#StyleElementMediaAttribute	styling.html	StyleElementMediaAttribute	 media-descriptors	NA	cmm-list
style	a	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	altGlyph	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	circle	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	clipPath	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	defs	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	desc	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	ellipse	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feBlend	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feColorMatrix	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feComponentTransfer	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feComposite	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feConvolveMatrix	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feDiffuseLighting	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feDisplacementMap	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feFlood	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feGaussianBlur	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feImage	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feMerge	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feMorphology	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feOffset	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feSpecularLighting	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feTile	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	feTurbulence	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	filter	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	font	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	foreignObject	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	g	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	glyph	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	glyphRef	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	image	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	line	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	linearGradient	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	marker	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	mask	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	missing-glyph	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	path	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	pattern	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	polygon	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	polyline	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	radialGradient	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	rect	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	stop	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	svg	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	switch	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	symbol	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	text	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	textPath	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	title	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	tref	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	tspan	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
style	use	FALSE	styling.html#StyleAttribute	styling.html	StyleAttribute	6.12 The ‘style’ attribute	NA	cln-scln-list
title	style	FALSE	styling.html#StyleElementTitleAttribute	styling.html	StyleElementTitleAttribute	 advisory-title	NA	ignore
type	style	FALSE	styling.html#StyleElementTypeAttribute	styling.html	StyleElementTypeAttribute	 content-type	NA	ignore
clipPathUnits	clipPath	TRUE	masking.html#ClipPathElementClipPathUnitsAttribute	masking.html	ClipPathElementClipPathUnitsAttribute	 "userSpaceOnUse | objectBoundingBox"	NA	ignore
height	mask	TRUE	masking.html#MaskElementHeightAttribute	masking.html	MaskElementHeightAttribute	<length>	types.html#DataTypeLength	ignore
maskContentUnits	mask	TRUE	masking.html#MaskElementMaskContentUnitsAttribute	masking.html	MaskElementMaskContentUnitsAttribute	 "userSpaceOnUse | objectBoundingBox"	NA	ignore
maskUnits	mask	TRUE	masking.html#MaskElementMaskUnitsAttribute	masking.html	MaskElementMaskUnitsAttribute	 "userSpaceOnUse | objectBoundingBox"	NA	ignore
width	mask	TRUE	masking.html#MaskElementWidthAttribute	masking.html	MaskElementWidthAttribute	<length>	types.html#DataTypeLength	ignore
x	mask	TRUE	masking.html#MaskElementXAttribute	masking.html	MaskElementXAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
y	mask	TRUE	masking.html#MaskElementYAttribute	masking.html	MaskElementYAttribute	<coordinate>	types.html#DataTypeCoordinate	ignore
contentScriptType	svg	FALSE	script.html#ContentScriptTypeAttribute	script.html	ContentScriptTypeAttribute	content-type	NA	ignore
onabort	svg	FALSE	script.html#OnAbortEventAttribute	script.html	OnAbortEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	a	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	altGlyph	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	circle	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	defs	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	ellipse	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	foreignObject	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	g	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	image	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	line	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	path	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
onactivate	polygon	FALSE	script.html#OnActivateEventAttribute	script.html	OnActivateEventAttribute	<anything>	types.html#DataTypeAnything	ignore
